Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Terrestrial,Marine,Freshwater,Aerial,Life.Habit.Method,Life.Habit.Source,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Island.Endemicity,IUCN.Status.1.2,Added.IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source
Aeromys_thomasi,Rodentia,Sciuridae,Aeromys,thomasi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,1435,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Aethalops_aequalis,Chiroptera,Pteropodidae,Aethalops,aequalis,0,0,0,1,Taxonomic,PHYLACINE 1.2,11.6,Assumed isometric based on forearm length,Mammalia 57: 255-272 (1993),Aethalops_alecto,Mammalia 57:255-272 (1993),Occurs on large land bridge islands,LC,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Aethalops_alecto,Chiroptera,Pteropodidae,Aethalops,alecto,0,0,0,1,Taxonomic,PHYLACINE 1.2,15,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Aethomys_bocagei,Rodentia,Muridae,Aethomys,bocagei,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,107.6,Reported,Global Ecology and Biogeography 18: 19-29 (2009),NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Aethomys_chrysophilus,Rodentia,Muridae,Aethomys,chrysophilus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,74.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Aethomys_granti,Rodentia,Muridae,Aethomys,granti,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,40,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Aethomys_hindei,Rodentia,Muridae,Aethomys,hindei,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,103.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Aethomys_ineptus,Rodentia,Muridae,Aethomys,ineptus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,74.9,As relative of suggested similar size,Following Mammalian Species 808: 1-10 (2008) the two species are only seperatable by karyotyping or genetics,Aethomys_chrysophilus,NA,Occurs on mainland,LC,No,80,0,20,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8."
Aethomys_kaiseri,Rodentia,Muridae,Aethomys,kaiseri,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,90,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Aethomys_namaquensis,Rodentia,Muridae,Aethomys,namaquensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,50.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8."
Aethomys_nyikae,Rodentia,Muridae,Aethomys,nyikae,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,77,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Aethomys_silindensis,Rodentia,Muridae,Aethomys,silindensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,107.6,Reported,Global Ecology and Biogeography 18: 19-29 (2009),NA,NA,Occurs on mainland,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Aethomys_stannarius,Rodentia,Muridae,Aethomys,stannarius,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,107.6,Reported,Global Ecology and Biogeography 18: 19-29 (2009),NA,NA,Occurs on mainland,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Aethomys_thomasi,Rodentia,Muridae,Aethomys,thomasi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,107.6,Reported,Global Ecology and Biogeography 18: 19-29 (2009),NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Agalmaceros_blicki,Cetartiodactyla,Cervidae,Agalmaceros,blicki,1,0,0,0,Imputed,PHYLACINE 1.2,6e4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EP,Yes,100,0,0,Imputed 000 Species,PHYLACINE 1.2
Ailuropoda_melanoleuca,Carnivora,Ursidae,Ailuropoda,melanoleuca,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,108400,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Ailurops_melanotis,Diprotodontia,Phalangeridae,Ailurops,melanotis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,6669,Assumed isometric based on mandible size,Zoologische Abhandlungen Dresden 34: 187-197 (1977),Ailurops_ursinus,Zoologische Abhandlungen Dresden 34: 187-197 (1977),Occurs only on isolated islands,CR,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Ailurops_ursinus,Diprotodontia,Phalangeridae,Ailurops,ursinus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,1e4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,VU,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Ailurus_fulgens,Carnivora,Ailuridae,Ailurus,fulgens,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,4900,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EN,No,80,10,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Akodon_aerosus,Rodentia,Cricetidae,Akodon,aerosus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,60,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Akodon_affinis,Rodentia,Cricetidae,Akodon,affinis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,24.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Akodon_albiventer,Rodentia,Cricetidae,Akodon,albiventer,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,21.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Akodon_aliquantulus,Rodentia,Cricetidae,Akodon,aliquantulus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,14,Assumed isometric based on head-body length,Journal of Mammalogy 80: 786-798 (1999),Akodon_spegazzinii,Journal of Mammalogy 80: 786-798 (1999),Occurs on mainland,DD,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Akodon_azarae,Rodentia,Cricetidae,Akodon,azarae,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,25,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Akodon_boliviensis,Rodentia,Cricetidae,Akodon,boliviensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,27.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Akodon_budini,Rodentia,Cricetidae,Akodon,budini,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,26.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Akodon_cursor,Rodentia,Cricetidae,Akodon,cursor,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,39.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Akodon_dayi,Rodentia,Cricetidae,Akodon,dayi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,32.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Akodon_dolores,Rodentia,Cricetidae,Akodon,dolores,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,50.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Akodon_fumeus,Rodentia,Cricetidae,Akodon,fumeus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,22.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Akodon_iniscatus,Rodentia,Cricetidae,Akodon,iniscatus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,28.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Akodon_juninensis,Rodentia,Cricetidae,Akodon,juninensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,39,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Akodon_kofordi,Rodentia,Cricetidae,Akodon,kofordi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,29.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Akodon_leucolimnaeus,Rodentia,Cricetidae,Akodon,leucolimnaeus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,28.8,Imputed,PHYLACINE 1.2,NA,NA,Occurs on mainland,DD,No,20,0,80,Imputed 000 Species,PHYLACINE 1.2
Akodon_lindberghi,Rodentia,Cricetidae,Akodon,lindberghi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,26.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,DD,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Akodon_lutescens,Rodentia,Cricetidae,Akodon,lutescens,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,20.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Akodon_mimus,Rodentia,Cricetidae,Akodon,mimus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,24,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Akodon_molinae,Rodentia,Cricetidae,Akodon,molinae,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,33,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Akodon_mollis,Rodentia,Cricetidae,Akodon,mollis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,30.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
